Gene,Essential,Essentiality Standard Deviation,Essentiality P-value,Essentiality Classification,Mean(Log10(Fluconazole/DMSO frequency)) in Gene Body,P value of Mean Fold Change in Gene Body Compared to Intergenic Inserts,Mean(Log10(Fluconazole/DMSO frequency)) in 5' 300 bases,P value of Mean Fold Change in 5' 300 bases Compared to Intergenic Inserts,Insert sites in Gene Body,Insert sites in 300 bases to 5' of ATG,In Madhani Deletion Collection,Human Ortholog
CNAG_07817,0.000374,0.000380754,1.01139252004783e-310,NESS,-0.080118032,0.220006234,0.09784577,0.059678527,95,44,TRUE,TRUE
CNAG_07824,0,0,0,NESS,-0.075222749,0.688077556,-0.240636147,0.001622211,38,26,TRUE,TRUE
CNAG_07842,7.00E-06,2.56E-05,0,NESS,-0.006118893,0.926762625,-0.156366294,0.17409858,19,10,TRUE,TRUE
CNAG_07848,0.038665,0.028234034,3.14E-122,NESS,-0.196051827,0.016386189,-0.043038497,0.471195942,34,92,TRUE,TRUE
CNAG_07849,4.00E-06,1.97E-05,0,NESS,-0.053777459,0.368934894,-0.161554712,0.024959258,80,60,TRUE,TRUE
CNAG_07859,3.90E-05,6.80E-05,0,NESS,-0.110950597,0.207961165,0.080629911,0.024100809,24,60,TRUE,TRUE
CNAG_07866,0.000294,0.000365928,1.95137096820915e-312,NESS,0.001820333,0.700925742,-0.224986065,0.050918605,10,14,TRUE,TRUE
CNAG_07908,0.000453,0.000443005,3.33E-304,NESS,0.026849481,0.860145408,NA,NA,28,0,TRUE,TRUE
CNAG_07909,1.90E-05,4.86E-05,0,NESS,-0.086169768,0.090024426,NA,NA,54,0,TRUE,TRUE
CNAG_07924,0.031012,0.014811184,1.29E-150,NESS,0.825267757,4.26E-13,0.285363076,0.001691949,23,14,TRUE,TRUE
CNAG_07927,0.005853,0.005049341,4.10E-199,NESS,-0.019748834,0.777380633,0.213333046,0.001487515,18,28,TRUE,TRUE
CNAG_07930,4.30E-05,7.82E-05,0,NESS,-0.059208346,0.65975641,NA,NA,10,0,TRUE,TRUE
CNAG_07937,0.067603,0.019027001,2.25E-136,NESS,NA,NA,-0.149359565,0.009790423,0,43,TRUE,TRUE
CNAG_00007,0.975464,0.015484639,2.69E-149,ESS,NA,NA,NA,NA,0,0,FALSE,TRUE
CNAG_00008,0.824119,0.040706795,1.43E-91,ESS,0.227089036,0.005356445,0.033232461,0.571626816,20,35,FALSE,TRUE
CNAG_00016,0.986676,0.010154107,1.99E-168,ESS,NA,NA,0.137855884,0.012132469,0,29,FALSE,TRUE
CNAG_00019,0.720688,0.160644729,1.14E-24,ESS,NA,NA,-0.060438596,0.852806518,0,23,FALSE,TRUE
CNAG_00021,0.861576,0.047433671,9.96E-90,ESS,NA,NA,-0.214075858,0.083156228,0,9,FALSE,TRUE
CNAG_00022,0.150924,0.04857101,3.06E-87,NESS,NA,NA,0.030009876,0.257368276,0,56,FALSE,TRUE
CNAG_00026,0.821678,0.05238817,1.27E-80,ESS,0.27961261,0.204964615,0.106499665,0.504556151,4,3,FALSE,TRUE
CNAG_00034,0.997065,0.00219017,2.81E-235,ESS,NA,NA,NA,NA,0,0,FALSE,TRUE
CNAG_00040,0.884631,0.063520557,4.89E-80,ESS,NA,NA,-0.702693587,2.31E-10,0,31,FALSE,TRUE
CNAG_00044,0.845985,0.049320138,3.20E-86,ESS,NA,NA,-0.161656168,0.038103033,0,33,FALSE,TRUE
CNAG_00046,0.96017,0.026454949,6.56E-125,ESS,NA,NA,0.183535627,0.000742404,0,49,FALSE,TRUE
CNAG_00058,0.986883,0.00672281,3.59E-186,ESS,NA,NA,0.08731268,0.18305832,0,28,FALSE,TRUE
CNAG_00061,0.841065,0.05709079,1.79E-79,ESS,-0.534234002,NA,-0.048396374,0.598550034,1,75,FALSE,TRUE
CNAG_00062,0.94498,0.032480714,1.10E-114,ESS,0.468059215,0.001706596,-0.033332577,0.295958051,5,49,FALSE,TRUE
CNAG_00065,0.971216,0.020276337,2.46E-137,ESS,NA,NA,-0.047041934,0.925363453,0,6,FALSE,TRUE
CNAG_00067,0.80002,0.118312587,4.28E-45,ESS,-0.118878729,NA,-0.22561824,0.014612408,1,53,FALSE,TRUE
CNAG_00073,0.023667,0.009169802,6.91E-172,NESS,0.299012255,0.04464267,0.190723243,0.027923725,4,30,FALSE,TRUE
CNAG_00081,0.993296,0.005082072,9.23E-199,ESS,NA,NA,0.009103845,0.924997538,0,34,FALSE,TRUE
CNAG_00082,0.975204,0.009942287,2.62E-168,ESS,NA,NA,0.009103845,0.924997538,0,34,FALSE,TRUE
CNAG_00084,0.996236,0.003371285,1.16E-216,ESS,NA,NA,0.234640469,0.001002236,0,27,FALSE,TRUE
CNAG_00085,0.669039,0.079125257,7.43E-39,ESS,-0.052831782,0.712178092,-0.066971296,0.632876722,4,49,FALSE,TRUE
CNAG_00086,0.350273,0.159290612,2.23E-15,NESS,-0.678692314,0.011014196,-0.066971296,0.632876722,3,49,FALSE,TRUE
CNAG_00089,0.9595,0.024091551,7.37E-129,ESS,-0.289448077,0.145041939,0.16505307,0.000370258,6,49,FALSE,TRUE
CNAG_00092,0.139227,0.073238375,1.90E-71,NESS,0.202211134,0.345248635,0.034057045,0.152896796,2,84,FALSE,TRUE
CNAG_00095,0.841742,0.046300804,2.29E-88,ESS,-0.315640585,0.259819518,-0.02616978,0.962082453,2,45,FALSE,TRUE
CNAG_00099,0.982247,0.011577281,2.13E-162,ESS,0.075913035,NA,-0.247199918,3.23E-06,1,50,FALSE,TRUE
CNAG_00100,0.002085,0.001769116,1.57E-244,NESS,-0.472917145,2.73E-06,-0.247199918,3.23E-06,22,50,FALSE,TRUE
CNAG_00108,0.949269,0.032164488,1.63E-115,ESS,NA,NA,0.501150165,0.003725647,0,7,FALSE,TRUE
CNAG_00109,0.242564,0.055615014,6.97E-69,NESS,0.330906047,NA,0.501150165,0.003725647,1,7,FALSE,TRUE
CNAG_00111,0.987766,0.008198524,1.02E-177,ESS,NA,NA,0.188832394,0.363094838,0,6,FALSE,TRUE
CNAG_00116,0.990039,0.007402401,2.61E-182,ESS,NA,NA,0.038306817,0.134903693,0,36,FALSE,TRUE
CNAG_00117,0.975385,0.017306485,1.64E-144,ESS,NA,NA,0.173693524,0.085453122,0,15,FALSE,TRUE
CNAG_00136,0.999034,0.000966742,1.31E-270,ESS,NA,NA,-0.025061061,0.767037209,0,45,FALSE,TRUE
CNAG_00138,0.869639,0.047343311,9.65E-91,ESS,-0.567636313,NA,-0.115971247,0.106923911,1,37,FALSE,TRUE
CNAG_00140,0.949841,0.032388996,2.85E-115,ESS,NA,NA,-0.07764668,0.627982413,0,5,FALSE,TRUE
CNAG_00142,0.956712,0.026350268,9.33E-125,ESS,0.192199472,0.051150385,0.135711082,0.018199434,12,37,FALSE,TRUE
CNAG_00143,0.982662,0.014810983,7.49E-152,ESS,0.086470892,0.60199481,NA,NA,3,0,FALSE,TRUE
CNAG_00145,0.928045,0.027006701,6.33E-121,ESS,NA,NA,0.081563993,0.148550995,0,44,FALSE,TRUE
CNAG_00147,0.910162,0.058002734,1.47E-86,ESS,NA,NA,0.217026708,0.001284579,0,31,FALSE,TRUE
CNAG_00148,0.919091,0.027200338,1.03E-119,ESS,0.136919309,0.492518069,0.408910343,6.74E-08,5,27,FALSE,TRUE
CNAG_00151,0.010638,0.004300148,1.34E-205,NESS,-0.167212185,0.183156912,-0.169530549,0.200288079,22,19,FALSE,TRUE
CNAG_00166,0.980534,0.014709951,5.89E-152,ESS,0.18597416,0.087104378,0.052504646,0.185167795,7,44,FALSE,TRUE
CNAG_00176,0.001422,0.001031482,8.79E-268,NESS,0.198820133,0.030972887,NA,NA,10,0,FALSE,TRUE
CNAG_00178,0,0,0,NESS,-0.063214253,0.550966043,0.048578344,0.133601737,89,44,FALSE,TRUE
CNAG_00195,3.20E-05,6.49E-05,0,NESS,-0.060799678,0.404933602,-0.175232458,0.003255758,10,59,FALSE,TRUE
CNAG_00232,0.904963,0.032741805,2.57E-110,ESS,NA,NA,0.293721164,0.049320012,0,5,FALSE,TRUE
CNAG_00233,0.4926,0.079499747,0.354210686,UNK,NA,NA,0.293721164,0.049320012,0,5,FALSE,TRUE
CNAG_00238,0.99793,0.001669966,5.19E-247,ESS,0.024807603,NA,0.072397452,0.341464491,1,25,FALSE,TRUE
CNAG_00253,0.762781,0.128293243,2.24E-37,ESS,-0.198370089,0.128859411,0.020366502,0.442892897,12,30,FALSE,TRUE
CNAG_00254,2.30E-05,4.68E-05,0,NESS,0.008831404,0.431598214,-0.008503211,0.609550839,26,36,FALSE,TRUE
CNAG_00259,0.769822,0.059707436,6.75E-68,ESS,0.372527575,0.118315372,-0.052993589,0.409305387,4,27,FALSE,TRUE
CNAG_00265,0.961129,0.02931278,1.32E-120,ESS,NA,NA,0.695786852,1.13E-12,0,30,FALSE,TRUE
CNAG_00268,0.991543,0.00470472,6.33E-202,ESS,NA,NA,0.510546687,0.004507724,0,7,FALSE,TRUE
CNAG_00270,0.379185,0.207341981,7.06E-08,NESS,1.027595318,0.00311166,0.351293615,1.15E-17,3,77,FALSE,TRUE
CNAG_00271,0.023408,0.01457211,5.24E-152,NESS,-0.047966303,0.888591739,0.215109473,0.001439227,6,25,FALSE,TRUE
CNAG_00288,6.00E-06,3.12E-05,0,NESS,-0.025833251,0.946436992,-0.032465708,0.924319191,27,17,FALSE,TRUE
CNAG_00292,0.932458,0.044453494,4.46E-100,ESS,0.123088287,NA,0.039034411,0.651717369,1,3,FALSE,TRUE
CNAG_00293,0.902937,0.033493921,3.94E-109,ESS,NA,NA,0.082511017,0.18231151,0,12,FALSE,TRUE
CNAG_00300,0.992491,0.004991186,1.82E-199,ESS,0.07419069,0.825767141,-0.06614082,0.772455386,3,52,FALSE,TRUE
CNAG_00307,6.70E-05,0.000136371,0,NESS,-0.011514859,0.962448808,-0.186166691,0.004118931,14,27,FALSE,TRUE
CNAG_00310,0.962922,0.028889632,2.15E-121,ESS,NA,NA,-0.146755385,0.198284271,0,15,FALSE,TRUE
CNAG_00311,0.358146,0.157762701,1.73E-14,NESS,0.123677479,0.488477053,-0.027668464,0.868743439,3,36,FALSE,TRUE
CNAG_00312,0.980446,0.013214756,1.49E-156,ESS,-0.57719828,NA,-0.007060661,0.570243611,1,53,FALSE,TRUE
CNAG_00314,0.000984,0.000714598,1.34E-283,NESS,0.018219832,0.470596259,0.01624149,0.605144907,33,44,FALSE,TRUE
CNAG_00318,0.995139,0.004217517,6.14E-207,ESS,NA,NA,-0.061705732,0.632461468,0,23,FALSE,TRUE
CNAG_00319,0.021923,0.013933231,4.57E-154,NESS,NA,NA,0.181077106,0.014014501,0,21,FALSE,TRUE
CNAG_00320,0.960348,0.025628663,2.75E-126,ESS,-0.147861805,0.264795307,0.153819996,0.031248168,5,20,FALSE,TRUE
CNAG_00329,0.008552,0.005408289,6.33E-196,NESS,-0.01219677,0.892947564,0.258377131,0.000936184,6,19,FALSE,TRUE
CNAG_00334,0.99905,0.000595522,1.93E-291,ESS,NA,NA,0.001474498,0.753208073,0,17,FALSE,TRUE
CNAG_00335,0.972625,0.019097249,4.92E-140,ESS,NA,NA,0.120743357,0.020157337,0,45,FALSE,TRUE
CNAG_00345,0.867424,0.054519671,1.57E-84,ESS,NA,NA,-0.133909528,0.270029937,0,9,FALSE,TRUE
CNAG_00346,0.520864,0.102780507,0.045043658,UNK,-0.443137537,NA,-0.133909528,0.270029937,1,9,FALSE,TRUE
CNAG_00352,1.00E-06,1.00E-05,0,NESS,-0.156432762,0.028674473,0.173774153,0.005322134,36,25,FALSE,TRUE
CNAG_00360,3.00E-06,1.71E-05,0,NESS,0.16515194,0.002982752,0.110992901,3.81E-05,36,77,FALSE,TRUE
CNAG_00362,0.970608,0.021745491,2.81E-134,ESS,0.051614684,0.8463171,-0.039432794,0.78618415,2,65,FALSE,TRUE
CNAG_00364,0.730587,0.058920693,4.89E-62,ESS,0.415717579,NA,-0.055019367,0.819124043,1,33,FALSE,TRUE
CNAG_00370,0.909887,0.03600285,8.88E-107,ESS,NA,NA,-0.079987428,0.442398401,0,21,FALSE,TRUE
CNAG_00371,0.00017,0.000171447,0,NESS,-0.025407182,0.755734765,-0.074475844,0.550961037,31,28,FALSE,TRUE
CNAG_00375,0.001161,0.000913302,4.89E-273,NESS,-0.140196192,0.550344839,-0.184210962,0.011147555,5,35,FALSE,TRUE
CNAG_00377,0.984802,0.011896014,1.85E-161,ESS,0.404334964,NA,-0.091301908,0.246354282,1,33,FALSE,TRUE
CNAG_00385,0.919601,0.04565187,1.16E-97,ESS,-0.195206796,0.347997222,0.081724765,0.125361967,2,23,FALSE,TRUE
CNAG_00388,0.960986,0.025774798,4.21E-126,ESS,-0.248072856,0.076518752,0.068927942,0.277309038,11,22,FALSE,TRUE
CNAG_00389,0.873293,0.050094727,9.06E-89,ESS,NA,NA,-0.001628948,0.662770859,0,24,FALSE,TRUE
CNAG_00392,0,0,0,NESS,-0.191669415,0.004045737,0.028713779,0.227885109,29,36,FALSE,TRUE
CNAG_00397,1.00E-05,3.33E-05,0,NESS,-0.146533835,0.403756404,0.050893145,0.089814794,27,33,FALSE,TRUE
CNAG_00401,0.907495,0.054699983,9.32E-89,ESS,-0.439383951,0.036311951,0.212367582,4.47E-05,3,46,FALSE,TRUE
CNAG_00418,0.652882,0.084708012,4.48E-33,ESS,NA,NA,0.414061598,3.81E-10,0,42,FALSE,TRUE
CNAG_00420,0.504325,0.076814055,0.574675165,UNK,-0.720938721,NA,-0.195449631,0.009320959,1,51,FALSE,TRUE
CNAG_00421,0.916553,0.021467958,1.35E-129,ESS,NA,NA,-0.524042369,0.00045941,0,8,FALSE,TRUE
CNAG_00424,1.20E-05,3.56E-05,0,NESS,0.223748745,0.001731766,0.011262755,0.267854932,20,18,FALSE,TRUE
CNAG_00427,0.000607,0.000621217,1.18E-289,NESS,-0.116784492,0.352994367,0.04434423,0.522967632,23,11,FALSE,TRUE
CNAG_00437,0.310838,0.069192078,6.29E-48,NESS,-0.034575257,0.728900929,0.073195442,0.044346089,10,48,FALSE,TRUE
CNAG_00441,0.991061,0.006883752,1.60E-185,ESS,NA,NA,0.118941034,0.32467971,0,5,FALSE,TRUE
CNAG_00447,0.984734,0.011728901,4.64E-162,ESS,NA,NA,-0.118878729,0.567809726,0,2,FALSE,TRUE
CNAG_00449,0.944278,0.034243034,2.33E-112,ESS,0.090581936,NA,NA,NA,1,0,FALSE,TRUE
CNAG_00457,0.918986,0.04631734,5.52E-97,ESS,NA,NA,0.722177194,0.000131462,0,7,FALSE,TRUE
CNAG_00464,0.954794,0.031641977,9.72E-117,ESS,-0.502918772,0.067861884,-0.051686436,0.811064657,2,35,FALSE,TRUE
CNAG_00466,0.000473,0.000523557,5.09E-297,NESS,-0.152774161,0.195615694,-0.01173922,0.509186302,23,67,FALSE,TRUE
CNAG_00469,5.40E-05,8.22E-05,0,NESS,0.104892039,0.144079787,-0.228946535,0.191081468,18,10,FALSE,TRUE
CNAG_00473,0.892028,0.061607651,4.06E-82,ESS,-0.111660968,NA,0.012900813,0.376695308,1,61,FALSE,TRUE
CNAG_00482,3.00E-06,1.71E-05,0,NESS,-0.458636266,4.16E-08,-0.112080192,0.149716214,28,37,FALSE,TRUE
CNAG_00483,0.866173,0.075485641,8.19E-71,ESS,-1.096285022,NA,-0.132221093,0.297898357,1,15,FALSE,TRUE
CNAG_00486,0.032694,0.022083532,2.58E-133,NESS,0.727793261,0.005848054,-0.117147542,0.013526031,3,62,FALSE,TRUE
CNAG_00491,0.761997,0.072356845,6.53E-59,ESS,0.097274378,0.424370241,-0.151215167,0.089986414,3,36,FALSE,TRUE
CNAG_00504,0.83066,0.040997041,4.07E-92,ESS,-0.126375362,0.312697338,-0.219849056,0.000150477,15,44,FALSE,TRUE
CNAG_00509,0.948257,0.01980728,3.39E-136,ESS,NA,NA,-0.284771124,0.003758258,0,20,FALSE,TRUE
CNAG_00510,0.251961,0.128709273,2.82E-35,NESS,0.023600996,0.877443256,-0.259326436,0.009301648,7,19,FALSE,TRUE
CNAG_00512,0.83628,0.060036955,8.83E-77,ESS,0.709497571,0.023296979,0.808027301,NA,2,1,FALSE,TRUE
CNAG_00513,0.903746,0.038052294,8.99E-104,ESS,NA,NA,0.695829332,0.023686234,0,2,FALSE,TRUE
CNAG_00525,0.595068,0.071686767,1.11E-23,ESS,0.06907722,0.450979893,-0.015817989,0.970789663,11,18,FALSE,TRUE
CNAG_00527,0.983615,0.012573327,5.66E-159,ESS,-1.087682024,NA,-0.198109155,0.000276917,1,37,FALSE,TRUE
CNAG_00533,0.979404,0.013126801,9.54E-157,ESS,NA,NA,0.156458394,0.000175115,0,59,FALSE,TRUE
CNAG_00535,0.595199,0.082345404,4.49E-20,ESS,0.117545517,0.173190433,0.048894746,0.277232894,7,29,FALSE,TRUE
CNAG_00545,0.733998,0.0517144,5.99E-68,ESS,0.314278509,0.027322234,0.125587732,0.002686321,26,50,FALSE,TRUE
CNAG_00551,0.92627,0.0397323,3.03E-104,ESS,-0.213818522,0.030738785,-0.051631193,0.597888361,13,37,FALSE,TRUE
CNAG_00557,0.554463,0.0754267,1.07E-10,ESS,-0.013026733,NA,NA,NA,1,0,FALSE,TRUE
CNAG_00572,0.899741,0.056160801,7.81E-87,ESS,-0.173410017,0.303085575,-0.012945792,0.800761913,6,41,FALSE,TRUE
CNAG_00573,0.051565,0.01241259,2.79E-156,NESS,-0.150479043,NA,-0.016692759,0.863802414,1,43,FALSE,TRUE
CNAG_00580,0.926818,0.024297613,2.49E-125,ESS,-0.033706246,0.977301217,0.028098842,0.767743848,2,39,FALSE,TRUE
CNAG_00602,0.968984,0.018487898,4.28E-141,ESS,NA,NA,0.161579939,0.096977023,0,13,FALSE,TRUE
CNAG_00603,0.975537,0.016990274,2.56E-145,ESS,-0.283252425,NA,0.02978936,0.496633115,1,36,FALSE,TRUE
CNAG_00606,0.755882,0.137855041,5.22E-34,ESS,0.094149453,0.251590048,0.042667404,0.150176736,17,48,FALSE,TRUE
CNAG_00612,0.894846,0.064859806,2.92E-80,ESS,0.166274659,0.109109141,0.035672396,0.487680144,5,26,FALSE,TRUE
CNAG_00619,0.401064,0.064799998,9.09E-28,NESS,0.192719701,0.068870622,-0.349587934,0.025046291,12,6,FALSE,TRUE
CNAG_00636,0.871356,0.070166409,2.02E-74,ESS,-0.101529191,0.315826744,0.226592802,3.43E-05,17,33,FALSE,TRUE
CNAG_00638,1.00E-06,1.00E-05,0,NESS,-0.104844102,0.061500477,-0.09671441,0.528102794,38,27,FALSE,TRUE
CNAG_00640,0.932432,0.033044995,1.00E-112,ESS,NA,NA,0.362800169,3.24E-06,0,29,FALSE,TRUE
CNAG_00641,0.874924,0.061093085,1.34E-80,ESS,0.026152758,0.549298651,-0.228834097,0.16608557,10,7,FALSE,TRUE
CNAG_00644,0.758113,0.056823593,4.16E-68,ESS,NA,NA,0.122699373,0.36126801,0,10,FALSE,TRUE
CNAG_00648,0.004645,0.00485127,6.14E-201,NESS,-0.047862711,0.611800503,-0.058264871,0.897128879,14,36,FALSE,TRUE
CNAG_00655,0.971534,0.023147429,1.11E-131,ESS,NA,NA,-0.09714722,0.384541272,0,6,FALSE,TRUE
CNAG_00656,0.857615,0.052956436,1.29E-84,ESS,NA,NA,-0.09714722,0.384541272,0,6,FALSE,TRUE
CNAG_00661,0.008495,0.004803899,5.03E-201,NESS,0.054580964,0.84151642,0.011475227,0.845902993,17,26,FALSE,TRUE
CNAG_00672,0.973104,0.015863667,4.81E-148,ESS,NA,NA,-0.010368742,0.653870236,0,19,FALSE,TRUE
CNAG_00677,6.80E-05,0.000129396,0,NESS,-0.052732199,0.92569441,0.107838614,0.089739377,35,22,FALSE,TRUE
CNAG_00680,0.950748,0.035314588,1.16E-111,ESS,-0.46162246,NA,0.187661123,5.62E-05,1,59,FALSE,TRUE
CNAG_00681,0.920478,0.050348462,1.36E-93,ESS,0.228874954,0.170846436,0.17683973,0.00013407,4,60,FALSE,TRUE
CNAG_00683,0.977558,0.008959349,5.39E-173,ESS,0.202681811,0.479219421,0.304375145,0.022185568,2,11,FALSE,TRUE
CNAG_00684,0.894297,0.040555819,4.74E-100,ESS,NA,NA,0.077001243,0.171985372,0,11,FALSE,TRUE
CNAG_00685,0.975871,0.020037522,2.89E-138,ESS,-0.003067895,0.83349228,0.077001243,0.171985372,3,11,FALSE,TRUE
CNAG_00689,0.8286,0.092258492,2.97E-58,ESS,0.221218037,0.445759749,0.044728604,0.135330681,4,53,FALSE,TRUE
CNAG_00694,0.972663,0.017604273,1.56E-143,ESS,NA,NA,0.232967161,0.016098096,0,8,FALSE,TRUE
CNAG_00700,0.986353,0.008436877,2.31E-176,ESS,NA,NA,0.025411984,0.230113591,0,35,FALSE,TRUE
CNAG_00703,0.998688,0.00112486,4.58E-264,ESS,NA,NA,-0.016955694,0.741420948,0,33,FALSE,TRUE
CNAG_00705,0.936167,0.051315085,2.43E-94,ESS,NA,NA,0.494898825,NA,0,1,FALSE,TRUE
CNAG_00716,0.902665,0.038032141,1.11E-103,ESS,0.234786686,NA,NA,NA,1,0,FALSE,TRUE
CNAG_00719,0.968027,0.0211334,2.88E-135,ESS,-0.191632869,0.174516359,0.192904201,0.040037549,5,13,FALSE,TRUE
CNAG_00720,0.00111,0.001006795,7.51E-269,NESS,0.122673637,0.324786924,0.192904201,0.040037549,5,13,FALSE,TRUE
CNAG_00722,0.812558,0.058577427,9.26E-75,ESS,0.255024941,NA,0.051394274,0.51880307,1,18,FALSE,TRUE
CNAG_00736,0.031573,0.019408063,5.85E-139,NESS,-0.066241973,0.958937001,-0.078928597,0.347912422,15,68,FALSE,TRUE
CNAG_00741,0.99256,0.005740394,1.84E-193,ESS,NA,NA,0.032555808,0.661702094,0,14,FALSE,TRUE
CNAG_00742,0.964271,0.021438294,2.63E-134,ESS,-0.324965572,0.296357534,-0.281593009,3.10E-05,3,37,FALSE,TRUE
CNAG_00752,1.00E-06,1.00E-05,0,NESS,0.043479644,0.528361002,0.130406095,0.003481432,37,44,FALSE,TRUE
CNAG_00754,0.993393,0.004364255,2.57E-205,ESS,-0.118878729,NA,-0.228368095,0.103064848,1,7,FALSE,TRUE
CNAG_00757,0.024051,0.016190342,2.00E-147,NESS,-0.227956603,0.077378662,-0.042261445,0.77140943,9,59,FALSE,TRUE
CNAG_00760,0.000126,0.000172691,0,NESS,0.548005262,7.31E-06,-0.076771609,0.521138704,14,32,FALSE,TRUE
CNAG_00764,0.981962,0.013785425,7.15E-155,ESS,-0.062945694,0.799678521,-0.166926684,0.004157667,5,54,FALSE,TRUE
CNAG_00769,0.000525,0.000400347,0.00E+00,NESS,-0.102973747,0.184039336,-0.177909374,0.372826877,23,6,FALSE,TRUE
CNAG_00771,0.99595,0.002494256,1.37E-229,ESS,NA,NA,-0.118878729,NA,0,1,FALSE,TRUE
CNAG_00774,0.52531,0.089496393,0.005668725,UNK,NA,NA,0.099590177,0.091940157,0,34,FALSE,TRUE
CNAG_00775,0.932591,0.038993398,1.13E-105,ESS,NA,NA,0.274380631,2.65E-05,0,24,FALSE,TRUE
CNAG_00779,0.993364,0.003549407,3.37E-214,ESS,NA,NA,NA,NA,0,0,FALSE,TRUE
CNAG_00785,0.92551,0.029870852,2.35E-116,ESS,0.036730399,NA,-0.212025684,0.04612624,1,14,FALSE,TRUE
CNAG_00786,0.444741,0.072469906,1.51E-11,NESS,0.160234533,0.088317465,-0.151612663,0.030574245,8,39,FALSE,TRUE
CNAG_00787,5.00E-06,2.19E-05,0,NESS,-0.182169672,1.92E-05,-0.15580956,0.029438622,95,34,FALSE,TRUE
CNAG_00790,0,0,0,NESS,-0.079201514,0.228149145,-0.045914447,0.678764105,49,40,FALSE,TRUE
CNAG_00793,0.963605,0.024385964,1.02E-128,ESS,NA,NA,0.030435294,0.630879479,0,14,FALSE,TRUE
CNAG_00804,0.846796,0.038793702,1.76E-96,ESS,-0.267961482,0.184437625,-0.024728759,0.554237563,2,71,FALSE,TRUE
CNAG_00809,0.988847,0.008042469,1.22E-178,ESS,-0.118878729,NA,-0.442525174,0.00577211,1,6,FALSE,TRUE
CNAG_00812,0.902584,0.057082341,1.91E-86,ESS,0.453653303,0.253391179,-0.165873454,0.000763883,8,71,FALSE,TRUE
CNAG_00819,0.768594,0.059669883,9.79E-68,ESS,NA,NA,0.494898825,NA,0,1,FALSE,TRUE
CNAG_00821,0.978777,0.011022767,3.38E-164,ESS,NA,NA,0.052021581,0.444917944,0,44,FALSE,TRUE
CNAG_00822,0.977682,0.016598238,1.63E-146,ESS,0.08421004,NA,0.157134941,2.33E-05,1,46,FALSE,TRUE
CNAG_00824,0.299762,0.159515649,3.42E-22,NESS,NA,NA,-0.102185305,0.118676604,0,72,FALSE,TRUE
CNAG_00825,0.758186,0.066101439,5.86E-62,ESS,-0.43658972,NA,0.01413027,0.469500066,1,34,FALSE,TRUE
CNAG_00829,0.965493,0.02156237,3.58E-134,ESS,0.394948349,NA,0.102307696,0.556965069,1,41,FALSE,TRUE
CNAG_00853,0.679737,0.077535006,8.69E-42,ESS,NA,NA,NA,NA,0,0,FALSE,TRUE
CNAG_00854,0.94975,0.012445676,2.71E-156,ESS,-0.473688913,0.146219519,-0.121699421,0.141776708,2,35,FALSE,TRUE
CNAG_00884,0.065865,0.017313277,1.34E-140,NESS,0.178933451,0.112762823,0.054232439,0.11111586,11,68,FALSE,TRUE
CNAG_00886,0.920808,0.026226125,1.89E-121,ESS,NA,NA,0.702890627,3.26E-25,0,64,FALSE,TRUE
CNAG_00891,0.417219,0.099981355,6.02E-13,NESS,NA,NA,0.097385118,0.102676328,0,22,FALSE,TRUE
CNAG_00894,0.84832,0.041471782,7.80E-94,ESS,NA,NA,0.140264416,0.288882294,0,15,FALSE,TRUE
CNAG_00902,1.00E-06,1.00E-05,0,NESS,-0.031090839,0.798588648,0.000548534,0.720961003,19,50,FALSE,TRUE
CNAG_00906,0.874516,0.035671517,2.53E-103,ESS,-0.480028339,0.016881161,-0.001241472,0.587772256,5,39,FALSE,TRUE
CNAG_00909,0,0,0,NESS,-0.123510794,0.067397807,-0.043514112,0.923515721,37,26,FALSE,TRUE
CNAG_00916,0.90421,0.026764482,7.40E-119,ESS,-0.230278964,0.138455438,-0.14326431,0.035215673,12,44,FALSE,TRUE
CNAG_00926,0.919896,0.037020666,1.28E-106,ESS,NA,NA,0.061706264,0.132186097,0,49,FALSE,TRUE
CNAG_00928,0.897035,0.04134935,1.61E-99,ESS,0.381455477,0.155662135,-0.020826574,0.945588857,2,15,FALSE,TRUE
CNAG_00930,0.295912,0.1569356,3.82E-23,NESS,NA,NA,NA,NA,0,0,FALSE,TRUE
CNAG_00931,0.840893,0.068578566,8.02E-72,ESS,NA,NA,0.076088108,0.29743904,0,11,FALSE,TRUE
CNAG_00935,0.011913,0.005291324,1.43E-196,NESS,-0.122777379,0.611395882,-0.112190409,0.148280841,4,20,FALSE,TRUE
CNAG_00940,0.977383,0.014714358,1.16E-151,ESS,NA,NA,0.015808587,0.369783403,0,35,FALSE,TRUE
CNAG_00960,0.932961,0.030662753,5.59E-116,ESS,NA,NA,0.107548432,0.498517797,0,4,FALSE,TRUE
CNAG_00970,0.998736,0.000797663,7.55E-279,ESS,NA,NA,-0.009209815,0.624317099,0,41,FALSE,TRUE
CNAG_00979,0.000219,0.000294287,8.30030285013294e-322,NESS,0.054969232,0.405678509,-0.059304587,0.566786204,17,24,FALSE,TRUE
CNAG_00983,0,0,0,NESS,-0.55506814,1.16E-22,-0.124744467,0.027615897,70,48,FALSE,TRUE
CNAG_00987,0.386308,0.200462284,1.41E-07,NESS,0.042716845,0.79743172,-0.16277993,0.000383623,4,52,FALSE,TRUE
