sample,run,file1,file2,file_unpaired
SRS417620,SRR836820,SRR836820_1.fastq.gz,SRR836820_2.fastq.gz,
SRS417620,SRR836822,SRR836822_1.fastq.gz,SRR836822_2.fastq.gz,
SRS417620,SRR836824,SRR836824_1.fastq.gz,SRR836824_2.fastq.gz,
SRS417620,SRR836819,SRR836819_1.fastq.gz,SRR836819_2.fastq.gz,
SRS417620,SRR836823,SRR836823_1.fastq.gz,SRR836823_2.fastq.gz,
SRS417620,SRR836821,SRR836821_1.fastq.gz,SRR836821_2.fastq.gz,
SRS417622,SRR836827,SRR836827_1.fastq.gz,SRR836827_2.fastq.gz,
SRS417622,SRR836828,SRR836828_1.fastq.gz,SRR836828_2.fastq.gz,
SRS417622,SRR836830,SRR836830_1.fastq.gz,SRR836830_2.fastq.gz,
SRS417622,SRR836825,SRR836825_1.fastq.gz,SRR836825_2.fastq.gz,
SRS417622,SRR836826,SRR836826_1.fastq.gz,SRR836826_2.fastq.gz,
SRS417622,SRR836829,SRR836829_1.fastq.gz,SRR836829_2.fastq.gz,
SRS417624,SRR836832,SRR836832_1.fastq.gz,SRR836832_2.fastq.gz,
SRS417624,SRR836833,SRR836833_1.fastq.gz,SRR836833_2.fastq.gz,
SRS417624,SRR842054,SRR842054_1.fastq.gz,SRR842054_2.fastq.gz,
SRS417624,SRR836834,SRR836834_1.fastq.gz,SRR836834_2.fastq.gz,
SRS417624,SRR836831,SRR836831_1.fastq.gz,SRR836831_2.fastq.gz,
SRS417624,SRR836835,SRR836835_1.fastq.gz,SRR836835_2.fastq.gz,
SRS417625,SRR836841,SRR836841_1.fastq.gz,SRR836841_2.fastq.gz,
SRS417625,SRR836842,SRR836842_1.fastq.gz,SRR836842_2.fastq.gz,
SRS417625,SRR836840,SRR836840_1.fastq.gz,SRR836840_2.fastq.gz,
SRS417625,SRR836839,SRR836839_1.fastq.gz,SRR836839_2.fastq.gz,
SRS417625,SRR836838,SRR836838_1.fastq.gz,SRR836838_2.fastq.gz,
SRS417625,SRR836837,SRR836837_1.fastq.gz,SRR836837_2.fastq.gz,
SRS417635,SRR836854,SRR836854_1.fastq.gz,SRR836854_2.fastq.gz,
SRS417635,SRR836855,SRR836855_1.fastq.gz,SRR836855_2.fastq.gz,
SRS417635,SRR836859,SRR836859_1.fastq.gz,SRR836859_2.fastq.gz,
SRS417635,SRR836856,SRR836856_1.fastq.gz,SRR836856_2.fastq.gz,
SRS417635,SRR836857,SRR836857_1.fastq.gz,SRR836857_2.fastq.gz,
SRS417635,SRR836858,SRR836858_1.fastq.gz,SRR836858_2.fastq.gz,
SRS417636,SRR836862,SRR836862_1.fastq.gz,SRR836862_2.fastq.gz,
SRS417636,SRR836864,SRR836864_1.fastq.gz,SRR836864_2.fastq.gz,
SRS417636,SRR836860,SRR836860_1.fastq.gz,SRR836860_2.fastq.gz,
SRS417636,SRR836863,SRR836863_1.fastq.gz,SRR836863_2.fastq.gz,
SRS417636,SRR836861,SRR836861_1.fastq.gz,SRR836861_2.fastq.gz,
SRS417636,SRR836865,SRR836865_1.fastq.gz,SRR836865_2.fastq.gz,
SRS417637,SRR836875,SRR836875_1.fastq.gz,SRR836875_2.fastq.gz,
SRS417637,SRR836871,SRR836871_1.fastq.gz,SRR836871_2.fastq.gz,
SRS417637,SRR842056,SRR842056_1.fastq.gz,SRR842056_2.fastq.gz,
SRS417637,SRR836873,SRR836873_1.fastq.gz,SRR836873_2.fastq.gz,
SRS417637,SRR836874,SRR836874_1.fastq.gz,SRR836874_2.fastq.gz,
SRS417637,SRR836872,SRR836872_1.fastq.gz,SRR836872_2.fastq.gz,
SRS417639,SRR842057,SRR842057_1.fastq.gz,SRR842057_2.fastq.gz,
SRS417639,SRR836878,SRR836878_1.fastq.gz,SRR836878_2.fastq.gz,
SRS417639,SRR836880,SRR836880_1.fastq.gz,SRR836880_2.fastq.gz,
SRS417639,SRR836881,SRR836881_1.fastq.gz,SRR836881_2.fastq.gz,
SRS417639,SRR836884,SRR836884_1.fastq.gz,SRR836884_2.fastq.gz,
SRS417639,SRR836877,SRR836877_1.fastq.gz,SRR836877_2.fastq.gz,
SRS417639,SRR836882,SRR836882_1.fastq.gz,SRR836882_2.fastq.gz,
SRS417639,SRR836883,SRR836883_1.fastq.gz,SRR836883_2.fastq.gz,
SRS417639,SRR836879,SRR836879_1.fastq.gz,SRR836879_2.fastq.gz,
SRS417639,SRR836885,SRR836885_1.fastq.gz,SRR836885_2.fastq.gz,
SRS417639,SRR836876,SRR836876_1.fastq.gz,SRR836876_2.fastq.gz,
SRS417641,SRR836887,SRR836887_1.fastq.gz,SRR836887_2.fastq.gz,
SRS417641,SRR836889,SRR836889_1.fastq.gz,SRR836889_2.fastq.gz,
SRS417641,SRR836888,SRR836888_1.fastq.gz,SRR836888_2.fastq.gz,
SRS417641,SRR836891,SRR836891_1.fastq.gz,SRR836891_2.fastq.gz,
SRS417641,SRR836890,SRR836890_1.fastq.gz,SRR836890_2.fastq.gz,
SRS417641,SRR842058,SRR842058_1.fastq.gz,SRR842058_2.fastq.gz,
SRS417642,SRR836895,SRR836895_1.fastq.gz,SRR836895_2.fastq.gz,
SRS417642,SRR836897,SRR836897_1.fastq.gz,SRR836897_2.fastq.gz,
SRS417642,SRR836894,SRR836894_1.fastq.gz,SRR836894_2.fastq.gz,
SRS417642,SRR836893,SRR836893_1.fastq.gz,SRR836893_2.fastq.gz,
SRS417642,SRR836892,SRR836892_1.fastq.gz,SRR836892_2.fastq.gz,
SRS417642,SRR836896,SRR836896_1.fastq.gz,SRR836896_2.fastq.gz,
SRS417643,SRR836902,SRR836902_1.fastq.gz,SRR836902_2.fastq.gz,
SRS417643,SRR836899,SRR836899_1.fastq.gz,SRR836899_2.fastq.gz,
SRS417643,SRR836898,SRR836898_1.fastq.gz,SRR836898_2.fastq.gz,
SRS417643,SRR842059,SRR842059_1.fastq.gz,SRR842059_2.fastq.gz,
SRS417643,SRR836901,SRR836901_1.fastq.gz,SRR836901_2.fastq.gz,
SRS417643,SRR836900,SRR836900_1.fastq.gz,SRR836900_2.fastq.gz,
SRS417644,SRR842061,SRR842061_1.fastq.gz,SRR842061_2.fastq.gz,
SRS417644,SRR836909,SRR836909_1.fastq.gz,SRR836909_2.fastq.gz,
SRS417644,SRR836908,SRR836908_1.fastq.gz,SRR836908_2.fastq.gz,
SRS417644,SRR836905,SRR836905_1.fastq.gz,SRR836905_2.fastq.gz,
SRS417644,SRR836903,SRR836903_1.fastq.gz,SRR836903_2.fastq.gz,
SRS417644,SRR836910,SRR836910_1.fastq.gz,SRR836910_2.fastq.gz,
SRS417644,SRR836906,SRR836906_1.fastq.gz,SRR836906_2.fastq.gz,
SRS417644,SRR836907,SRR836907_1.fastq.gz,SRR836907_2.fastq.gz,
SRS417644,SRR836904,SRR836904_1.fastq.gz,SRR836904_2.fastq.gz,
SRS417647,SRR836912,SRR836912_1.fastq.gz,SRR836912_2.fastq.gz,
SRS417647,SRR836911,SRR836911_1.fastq.gz,SRR836911_2.fastq.gz,
SRS417647,SRR836916,SRR836916_1.fastq.gz,SRR836916_2.fastq.gz,
SRS417647,SRR836914,SRR836914_1.fastq.gz,SRR836914_2.fastq.gz,
SRS417647,SRR836915,SRR836915_1.fastq.gz,SRR836915_2.fastq.gz,
SRS417647,SRR836913,SRR836913_1.fastq.gz,SRR836913_2.fastq.gz,
SRS417650,SRR836925,SRR836925_1.fastq.gz,SRR836925_2.fastq.gz,
SRS417650,SRR836929,SRR836929_1.fastq.gz,SRR836929_2.fastq.gz,
SRS417650,SRR836926,SRR836926_1.fastq.gz,SRR836926_2.fastq.gz,
SRS417650,SRR836922,SRR836922_1.fastq.gz,SRR836922_2.fastq.gz,
SRS417650,SRR836928,SRR836928_1.fastq.gz,SRR836928_2.fastq.gz,
SRS417650,SRR836924,SRR836924_1.fastq.gz,SRR836924_2.fastq.gz,
SRS417650,SRR836923,SRR836923_1.fastq.gz,SRR836923_2.fastq.gz,
SRS417650,SRR836927,SRR836927_1.fastq.gz,SRR836927_2.fastq.gz,
SRS417650,SRR842063,SRR842063_1.fastq.gz,SRR842063_2.fastq.gz,
SRS417651,SRR836934,SRR836934_1.fastq.gz,SRR836934_2.fastq.gz,
SRS417651,SRR836935,SRR836935_1.fastq.gz,SRR836935_2.fastq.gz,
SRS417651,SRR836937,SRR836937_1.fastq.gz,SRR836937_2.fastq.gz,
SRS417651,SRR836930,SRR836930_1.fastq.gz,SRR836930_2.fastq.gz,
SRS417651,SRR836931,SRR836931_1.fastq.gz,SRR836931_2.fastq.gz,
SRS417651,SRR837383,SRR837383_1.fastq.gz,SRR837383_2.fastq.gz,
SRS417651,SRR842064,SRR842064_1.fastq.gz,SRR842064_2.fastq.gz,
SRS417651,SRR836936,SRR836936_1.fastq.gz,SRR836936_2.fastq.gz,
SRS417651,SRR837382,SRR837382_1.fastq.gz,SRR837382_2.fastq.gz,
SRS417651,SRR836932,SRR836932_1.fastq.gz,SRR836932_2.fastq.gz,
SRS417651,SRR836933,SRR836933_1.fastq.gz,SRR836933_2.fastq.gz,
SRS417652,SRR836938,SRR836938_1.fastq.gz,SRR836938_2.fastq.gz,
SRS417652,SRR836942,SRR836942_1.fastq.gz,SRR836942_2.fastq.gz,
SRS417652,SRR836940,SRR836940_1.fastq.gz,SRR836940_2.fastq.gz,
SRS417652,SRR836939,SRR836939_1.fastq.gz,SRR836939_2.fastq.gz,
SRS417652,SRR836941,SRR836941_1.fastq.gz,SRR836941_2.fastq.gz,
SRS417652,SRR836943,SRR836943_1.fastq.gz,SRR836943_2.fastq.gz,
SRS417653,SRR836945,SRR836945_1.fastq.gz,SRR836945_2.fastq.gz,
SRS417653,SRR836948,SRR836948_1.fastq.gz,SRR836948_2.fastq.gz,
SRS417653,SRR836944,SRR836944_1.fastq.gz,SRR836944_2.fastq.gz,
SRS417653,SRR842065,SRR842065_1.fastq.gz,SRR842065_2.fastq.gz,
SRS417653,SRR836946,SRR836946_1.fastq.gz,SRR836946_2.fastq.gz,
SRS417653,SRR836947,SRR836947_1.fastq.gz,SRR836947_2.fastq.gz,
SRS417654,SRR836949,SRR836949_1.fastq.gz,SRR836949_2.fastq.gz,
SRS417654,SRR836950,SRR836950_1.fastq.gz,SRR836950_2.fastq.gz,
SRS417654,SRR836952,SRR836952_1.fastq.gz,SRR836952_2.fastq.gz,
SRS417654,SRR836951,SRR836951_1.fastq.gz,SRR836951_2.fastq.gz,
SRS417654,SRR836953,SRR836953_1.fastq.gz,SRR836953_2.fastq.gz,
SRS417654,SRR836954,SRR836954_1.fastq.gz,SRR836954_2.fastq.gz,
SRS417655,SRR836955,SRR836955_1.fastq.gz,SRR836955_2.fastq.gz,
SRS417655,SRR836962,SRR836962_1.fastq.gz,SRR836962_2.fastq.gz,
SRS417655,SRR836961,SRR836961_1.fastq.gz,SRR836961_2.fastq.gz,
SRS417655,SRR836957,SRR836957_1.fastq.gz,SRR836957_2.fastq.gz,
SRS417655,SRR836956,SRR836956_1.fastq.gz,SRR836956_2.fastq.gz,
SRS417655,SRR836959,SRR836959_1.fastq.gz,SRR836959_2.fastq.gz,
SRS417655,SRR836963,SRR836963_1.fastq.gz,SRR836963_2.fastq.gz,
SRS417655,SRR836960,SRR836960_1.fastq.gz,SRR836960_2.fastq.gz,
SRS417655,SRR836958,SRR836958_1.fastq.gz,SRR836958_2.fastq.gz,
SRS417656,SRR836970,SRR836970_1.fastq.gz,SRR836970_2.fastq.gz,
SRS417656,SRR836972,SRR836972_1.fastq.gz,SRR836972_2.fastq.gz,
SRS417656,SRR836966,SRR836966_1.fastq.gz,SRR836966_2.fastq.gz,
SRS417656,SRR836968,SRR836968_1.fastq.gz,SRR836968_2.fastq.gz,
SRS417656,SRR836967,SRR836967_1.fastq.gz,SRR836967_2.fastq.gz,
SRS417656,SRR836965,SRR836965_1.fastq.gz,SRR836965_2.fastq.gz,
SRS417656,SRR836971,SRR836971_1.fastq.gz,SRR836971_2.fastq.gz,
SRS417656,SRR836964,SRR836964_1.fastq.gz,SRR836964_2.fastq.gz,
SRS417656,SRR836969,SRR836969_1.fastq.gz,SRR836969_2.fastq.gz,
SRS417657,SRR836973,SRR836973_1.fastq.gz,SRR836973_2.fastq.gz,
SRS417657,SRR836975,SRR836975_1.fastq.gz,SRR836975_2.fastq.gz,
SRS417657,SRR836977,SRR836977_1.fastq.gz,SRR836977_2.fastq.gz,
SRS417657,SRR836974,SRR836974_1.fastq.gz,SRR836974_2.fastq.gz,
SRS417657,SRR836976,SRR836976_1.fastq.gz,SRR836976_2.fastq.gz,
SRS417657,SRR836978,SRR836978_1.fastq.gz,SRR836978_2.fastq.gz,
SRS417658,SRR836921,SRR836921_1.fastq.gz,SRR836921_2.fastq.gz,
SRS417658,SRR836919,SRR836919_1.fastq.gz,SRR836919_2.fastq.gz,
SRS417658,SRR836917,SRR836917_1.fastq.gz,SRR836917_2.fastq.gz,
SRS417658,SRR836920,SRR836920_1.fastq.gz,SRR836920_2.fastq.gz,
SRS417658,SRR836918,SRR836918_1.fastq.gz,SRR836918_2.fastq.gz,
SRS417658,SRR842062,SRR842062_1.fastq.gz,SRR842062_2.fastq.gz,
SRS417659,SRR836980,SRR836980_1.fastq.gz,SRR836980_2.fastq.gz,
SRS417659,SRR836979,SRR836979_1.fastq.gz,SRR836979_2.fastq.gz,
SRS417659,SRR836985,SRR836985_1.fastq.gz,SRR836985_2.fastq.gz,
SRS417659,SRR836981,SRR836981_1.fastq.gz,SRR836981_2.fastq.gz,
SRS417659,SRR836982,SRR836982_1.fastq.gz,SRR836982_2.fastq.gz,
SRS417659,SRR836983,SRR836983_1.fastq.gz,SRR836983_2.fastq.gz,
SRS417659,SRR836986,SRR836986_1.fastq.gz,SRR836986_2.fastq.gz,
SRS417659,SRR836987,SRR836987_1.fastq.gz,SRR836987_2.fastq.gz,
SRS417659,SRR836984,SRR836984_1.fastq.gz,SRR836984_2.fastq.gz,
SRS417661,SRR836998,SRR836998_1.fastq.gz,SRR836998_2.fastq.gz,
SRS417661,SRR837002,SRR837002_1.fastq.gz,SRR837002_2.fastq.gz,
SRS417661,SRR836994,SRR836994_1.fastq.gz,SRR836994_2.fastq.gz,
SRS417661,SRR836995,SRR836995_1.fastq.gz,SRR836995_2.fastq.gz,
SRS417661,SRR836999,SRR836999_1.fastq.gz,SRR836999_2.fastq.gz,
SRS417661,SRR837001,SRR837001_1.fastq.gz,SRR837001_2.fastq.gz,
SRS417661,SRR837000,SRR837000_1.fastq.gz,SRR837000_2.fastq.gz,
SRS417661,SRR836997,SRR836997_1.fastq.gz,SRR836997_2.fastq.gz,
SRS417661,SRR836996,SRR836996_1.fastq.gz,SRR836996_2.fastq.gz,
SRS417662,SRR836990,SRR836990_1.fastq.gz,SRR836990_2.fastq.gz,
SRS417662,SRR836993,SRR836993_1.fastq.gz,SRR836993_2.fastq.gz,
SRS417662,SRR836992,SRR836992_1.fastq.gz,SRR836992_2.fastq.gz,
SRS417662,SRR836988,SRR836988_1.fastq.gz,SRR836988_2.fastq.gz,
SRS417662,SRR836989,SRR836989_1.fastq.gz,SRR836989_2.fastq.gz,
SRS417662,SRR836991,SRR836991_1.fastq.gz,SRR836991_2.fastq.gz,
SRS417665,SRR837028,SRR837028_1.fastq.gz,SRR837028_2.fastq.gz,
SRS417665,SRR837030,SRR837030_1.fastq.gz,SRR837030_2.fastq.gz,
SRS417665,SRR837024,SRR837024_1.fastq.gz,SRR837024_2.fastq.gz,
SRS417665,SRR837022,SRR837022_1.fastq.gz,SRR837022_2.fastq.gz,
SRS417665,SRR837026,SRR837026_1.fastq.gz,SRR837026_2.fastq.gz,
SRS417665,SRR837029,SRR837029_1.fastq.gz,SRR837029_2.fastq.gz,
SRS417665,SRR837023,SRR837023_1.fastq.gz,SRR837023_2.fastq.gz,
SRS417665,SRR837025,SRR837025_1.fastq.gz,SRR837025_2.fastq.gz,
SRS417665,SRR837027,SRR837027_1.fastq.gz,SRR837027_2.fastq.gz,
SRS417667,SRR837042,SRR837042_1.fastq.gz,SRR837042_2.fastq.gz,
SRS417667,SRR837041,SRR837041_1.fastq.gz,SRR837041_2.fastq.gz,
SRS417667,SRR837040,SRR837040_1.fastq.gz,SRR837040_2.fastq.gz,
SRS417667,SRR837039,SRR837039_1.fastq.gz,SRR837039_2.fastq.gz,
SRS417667,SRR837034,SRR837034_1.fastq.gz,SRR837034_2.fastq.gz,
SRS417667,SRR837036,SRR837036_1.fastq.gz,SRR837036_2.fastq.gz,
SRS417667,SRR837035,SRR837035_1.fastq.gz,SRR837035_2.fastq.gz,
SRS417667,SRR837043,SRR837043_1.fastq.gz,SRR837043_2.fastq.gz,
SRS417667,SRR837037,SRR837037_1.fastq.gz,SRR837037_2.fastq.gz,
SRS417667,SRR837038,SRR837038_1.fastq.gz,SRR837038_2.fastq.gz,
SRS417667,SRR837044,SRR837044_1.fastq.gz,SRR837044_2.fastq.gz,
SRS417668,SRR837049,SRR837049_1.fastq.gz,SRR837049_2.fastq.gz,
SRS417668,SRR837056,SRR837056_1.fastq.gz,SRR837056_2.fastq.gz,
SRS417668,SRR837054,SRR837054_1.fastq.gz,SRR837054_2.fastq.gz,
SRS417668,SRR837055,SRR837055_1.fastq.gz,SRR837055_2.fastq.gz,
SRS417668,SRR837051,SRR837051_1.fastq.gz,SRR837051_2.fastq.gz,
SRS417668,SRR837047,SRR837047_1.fastq.gz,SRR837047_2.fastq.gz,
SRS417668,SRR837046,SRR837046_1.fastq.gz,SRR837046_2.fastq.gz,
SRS417668,SRR837053,SRR837053_1.fastq.gz,SRR837053_2.fastq.gz,
SRS417668,SRR837052,SRR837052_1.fastq.gz,SRR837052_2.fastq.gz,
SRS417668,SRR837050,SRR837050_1.fastq.gz,SRR837050_2.fastq.gz,
SRS417668,SRR842066,SRR842066_1.fastq.gz,SRR842066_2.fastq.gz,
SRS417669,SRR837061,SRR837061_1.fastq.gz,SRR837061_2.fastq.gz,
SRS417669,SRR837065,SRR837065_1.fastq.gz,SRR837065_2.fastq.gz,
SRS417669,SRR837064,SRR837064_1.fastq.gz,SRR837064_2.fastq.gz,
SRS417669,SRR837067,SRR837067_1.fastq.gz,SRR837067_2.fastq.gz,
SRS417669,SRR837068,SRR837068_1.fastq.gz,SRR837068_2.fastq.gz,
SRS417669,SRR837062,SRR837062_1.fastq.gz,SRR837062_2.fastq.gz,
SRS417669,SRR837059,SRR837059_1.fastq.gz,SRR837059_2.fastq.gz,
SRS417669,SRR842067,SRR842067_1.fastq.gz,SRR842067_2.fastq.gz,
SRS417669,SRR837060,SRR837060_1.fastq.gz,SRR837060_2.fastq.gz,
SRS417669,SRR837063,SRR837063_1.fastq.gz,SRR837063_2.fastq.gz,
SRS417669,SRR837066,SRR837066_1.fastq.gz,SRR837066_2.fastq.gz,
SRS417675,SRR837074,SRR837074_1.fastq.gz,SRR837074_2.fastq.gz,
SRS417675,SRR837078,SRR837078_1.fastq.gz,SRR837078_2.fastq.gz,
SRS417675,SRR837076,SRR837076_1.fastq.gz,SRR837076_2.fastq.gz,
SRS417675,SRR837077,SRR837077_1.fastq.gz,SRR837077_2.fastq.gz,
SRS417675,SRR837081,SRR837081_1.fastq.gz,SRR837081_2.fastq.gz,
SRS417675,SRR837073,SRR837073_1.fastq.gz,SRR837073_2.fastq.gz,
SRS417675,SRR837075,SRR837075_1.fastq.gz,SRR837075_2.fastq.gz,
SRS417675,SRR837080,SRR837080_1.fastq.gz,SRR837080_2.fastq.gz,
SRS417675,SRR837079,SRR837079_1.fastq.gz,SRR837079_2.fastq.gz,
SRS417676,SRR837085,SRR837085_1.fastq.gz,SRR837085_2.fastq.gz,
SRS417676,SRR837086,SRR837086_1.fastq.gz,SRR837086_2.fastq.gz,
SRS417676,SRR837084,SRR837084_1.fastq.gz,SRR837084_2.fastq.gz,
SRS417676,SRR837087,SRR837087_1.fastq.gz,SRR837087_2.fastq.gz,
SRS417676,SRR837088,SRR837088_1.fastq.gz,SRR837088_2.fastq.gz,
SRS417676,SRR842068,SRR842068_1.fastq.gz,SRR842068_2.fastq.gz,
SRS417678,SRR837091,SRR837091_1.fastq.gz,SRR837091_2.fastq.gz,
SRS417678,SRR837095,SRR837095_1.fastq.gz,SRR837095_2.fastq.gz,
SRS417678,SRR837092,SRR837092_1.fastq.gz,SRR837092_2.fastq.gz,
SRS417678,SRR837094,SRR837094_1.fastq.gz,SRR837094_2.fastq.gz,
SRS417678,SRR837096,SRR837096_1.fastq.gz,SRR837096_2.fastq.gz,
SRS417678,SRR837093,SRR837093_1.fastq.gz,SRR837093_2.fastq.gz,
SRS417680,SRR837103,SRR837103_1.fastq.gz,SRR837103_2.fastq.gz,
SRS417680,SRR837100,SRR837100_1.fastq.gz,SRR837100_2.fastq.gz,
SRS417680,SRR837102,SRR837102_1.fastq.gz,SRR837102_2.fastq.gz,
SRS417680,SRR842069,SRR842069_1.fastq.gz,SRR842069_2.fastq.gz,
SRS417680,SRR837101,SRR837101_1.fastq.gz,SRR837101_2.fastq.gz,
SRS417680,SRR837099,SRR837099_1.fastq.gz,SRR837099_2.fastq.gz,
SRS429660,SRR1103379,SRR1103379_1.fastq.gz,SRR1103379_2.fastq.gz,
SRS429660,SRR1103617,SRR1103617_1.fastq.gz,SRR1103617_2.fastq.gz,
SRS429660,SRR1103526,SRR1103526_1.fastq.gz,SRR1103526_2.fastq.gz,
SRS429660,SRR868750,SRR868750_1.fastq.gz,SRR868750_2.fastq.gz,
SRS502193,SRR1029551,SRR1029551_1.fastq.gz,SRR1029551_2.fastq.gz,
SRS502193,SRR1029547,SRR1029547_1.fastq.gz,SRR1029547_2.fastq.gz,
SRS502193,SRR1029552,SRR1029552_1.fastq.gz,SRR1029552_2.fastq.gz,
SRS502193,SRR1029549,SRR1029549_1.fastq.gz,SRR1029549_2.fastq.gz,
SRS502193,SRR1029545,SRR1029545_1.fastq.gz,SRR1029545_2.fastq.gz,
SRS502193,SRR1029546,SRR1029546_1.fastq.gz,SRR1029546_2.fastq.gz,
SRS502193,SRR1029550,SRR1029550_1.fastq.gz,SRR1029550_2.fastq.gz,
SRS502193,SRR1029553,SRR1029553_1.fastq.gz,SRR1029553_2.fastq.gz,
SRS502193,SRR1029548,SRR1029548_1.fastq.gz,SRR1029548_2.fastq.gz,
SRS520130,SRR1063294,SRR1063294_1.fastq.gz,SRR1063294_2.fastq.gz,
SRS520130,SRR1063295,SRR1063295_1.fastq.gz,SRR1063295_2.fastq.gz,
SRS520130,SRR1063293,SRR1063293_1.fastq.gz,SRR1063293_2.fastq.gz,
SRS520173,SRR1063255,SRR1063255_1.fastq.gz,SRR1063255_2.fastq.gz,
SRS520173,SRR1063254,SRR1063254_1.fastq.gz,SRR1063254_2.fastq.gz,
SRS520173,SRR1063253,SRR1063253_1.fastq.gz,SRR1063253_2.fastq.gz,
SRS520174,SRR1063256,SRR1063256_1.fastq.gz,SRR1063256_2.fastq.gz,
SRS520174,SRR1063257,SRR1063257_1.fastq.gz,SRR1063257_2.fastq.gz,
SRS520174,SRR1063258,SRR1063258_1.fastq.gz,SRR1063258_2.fastq.gz,
SRS520177,SRR1063262,SRR1063262_1.fastq.gz,SRR1063262_2.fastq.gz,
SRS520177,SRR1063263,SRR1063263_1.fastq.gz,SRR1063263_2.fastq.gz,
SRS520178,SRR1063265,SRR1063265_1.fastq.gz,SRR1063265_2.fastq.gz,
SRS520178,SRR1063264,SRR1063264_1.fastq.gz,SRR1063264_2.fastq.gz,
SRS520179,SRR1063267,SRR1063267_1.fastq.gz,SRR1063267_2.fastq.gz,
SRS520179,SRR1063266,SRR1063266_1.fastq.gz,SRR1063266_2.fastq.gz,
SRS520180,SRR1063269,SRR1063269_1.fastq.gz,SRR1063269_2.fastq.gz,
SRS520180,SRR1063268,SRR1063268_1.fastq.gz,SRR1063268_2.fastq.gz,
SRS520181,SRR1063277,SRR1063277_1.fastq.gz,SRR1063277_2.fastq.gz,
SRS520181,SRR1063278,SRR1063278_1.fastq.gz,SRR1063278_2.fastq.gz,
SRS520181,SRR1063280,SRR1063280_1.fastq.gz,SRR1063280_2.fastq.gz,
SRS520181,SRR1063274,SRR1063274_1.fastq.gz,SRR1063274_2.fastq.gz,
SRS520181,SRR1063279,SRR1063279_1.fastq.gz,SRR1063279_2.fastq.gz,
SRS520181,SRR1063272,SRR1063272_1.fastq.gz,SRR1063272_2.fastq.gz,
SRS520181,SRR1063271,SRR1063271_1.fastq.gz,SRR1063271_2.fastq.gz,
SRS520181,SRR1063273,SRR1063273_1.fastq.gz,SRR1063273_2.fastq.gz,
SRS520181,SRR1063270,SRR1063270_1.fastq.gz,SRR1063270_2.fastq.gz,
SRS520181,SRR1063276,SRR1063276_1.fastq.gz,SRR1063276_2.fastq.gz,
SRS520181,SRR1063275,SRR1063275_1.fastq.gz,SRR1063275_2.fastq.gz,
SRS520182,SRR1063283,SRR1063283_1.fastq.gz,SRR1063283_2.fastq.gz,
SRS520182,SRR1063284,SRR1063284_1.fastq.gz,SRR1063284_2.fastq.gz,
SRS520182,SRR1063282,SRR1063282_1.fastq.gz,SRR1063282_2.fastq.gz,
SRS520184,SRR1063285,SRR1063285_1.fastq.gz,SRR1063285_2.fastq.gz,
SRS520184,SRR1063286,SRR1063286_1.fastq.gz,SRR1063286_2.fastq.gz,
SRS520185,SRR1063288,SRR1063288_1.fastq.gz,SRR1063288_2.fastq.gz,
SRS520185,SRR1063287,SRR1063287_1.fastq.gz,SRR1063287_2.fastq.gz,
SRS523961,SRR798770,SRR798770_1.fastq.gz,SRR798770_2.fastq.gz,
SRS523961,SRR642846,SRR642846_1.fastq.gz,SRR642846_2.fastq.gz,
SRS523961,SRR647786,SRR647786_1.fastq.gz,SRR647786_2.fastq.gz,
SRS881140,SRR1942898,SRR1942898_1.fastq.gz,SRR1942898_2.fastq.gz,
SRS881140,SRR1925880,SRR1925880_1.fastq.gz,SRR1925880_2.fastq.gz,
SRS881140,SRR1944802,SRR1944802_1.fastq.gz,SRR1944802_2.fastq.gz,
SRS881142,SRR1925881,SRR1925881_1.fastq.gz,SRR1925881_2.fastq.gz,
SRS881142,SRR1943072,SRR1943072_1.fastq.gz,SRR1943072_2.fastq.gz,
SRS881142,SRR1926054,SRR1926054_1.fastq.gz,SRR1926054_2.fastq.gz,
SRS881143,SRR1943020,SRR1943020_1.fastq.gz,SRR1943020_2.fastq.gz,
SRS881143,SRR1926001,SRR1926001_1.fastq.gz,SRR1926001_2.fastq.gz,
SRS881143,SRR1925884,SRR1925884_1.fastq.gz,SRR1925884_2.fastq.gz,
SRS881147,SRR1944833,SRR1944833_1.fastq.gz,SRR1944833_2.fastq.gz,
SRS881147,SRR1925889,SRR1925889_1.fastq.gz,SRR1925889_2.fastq.gz,
SRS881147,SRR1942904,SRR1942904_1.fastq.gz,SRR1942904_2.fastq.gz,
SRS881148,SRR1944794,SRR1944794_1.fastq.gz,SRR1944794_2.fastq.gz,
SRS881148,SRR1925888,SRR1925888_1.fastq.gz,SRR1925888_2.fastq.gz,
SRS881148,SRR1943062,SRR1943062_1.fastq.gz,SRR1943062_2.fastq.gz,
SRS881149,SRR1925887,SRR1925887_1.fastq.gz,SRR1925887_2.fastq.gz,
SRS881149,SRR1944792,SRR1944792_1.fastq.gz,SRR1944792_2.fastq.gz,
SRS881149,SRR1943127,SRR1943127_1.fastq.gz,SRR1943127_2.fastq.gz,
SRS881150,SRR1925892,SRR1925892_1.fastq.gz,SRR1925892_2.fastq.gz,
SRS881150,SRR1944836,SRR1944836_1.fastq.gz,SRR1944836_2.fastq.gz,
SRS881150,SRR1926018,SRR1926018_1.fastq.gz,SRR1926018_2.fastq.gz,
SRS881151,SRR1925891,SRR1925891_1.fastq.gz,SRR1925891_2.fastq.gz,
